Source_File_Name,Ambient_Temperature_C,Voltage_V,Current_A,Cell_Temperature_C,Capacity_Ah,Cycle_Number,Step_Number,Energy_Wh,Count_#,Timestamp_Full,Status_Text,Program_Time_s_str,Step_Time_s_str,Cycle_Level_Text,Procedure_Text,unnamed_original_col
555_C20DisCh.csv,40.0,,,,,,,,,,,,,,,
555_C20DisCh.csv,40.0,4.17351,-0.15069,38.59318,-0.00253,0.0,22.0,-0.01057,13,11/3/2018 6:25:56 PM,DCH,27:25:02.450,00:01:00.000,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.17082,-0.15325,38.48802,-0.00507,0.0,22.0,-0.02115,13,11/3/2018 6:26:56 PM,DCH,27:26:02.451,00:02:00.001,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.16829,-0.15069,38.48802,-0.0076,0.0,22.0,-0.03173,13,11/3/2018 6:27:56 PM,DCH,27:27:02.451,00:03:00.001,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.16593,-0.15325,38.48802,-0.01014,0.0,22.0,-0.04228,13,11/3/2018 6:28:56 PM,DCH,27:28:02.450,00:04:00.000,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.16374,-0.15069,38.59318,-0.01268,0.0,22.0,-0.05286,13,11/3/2018 6:29:56 PM,DCH,27:29:02.453,00:05:00.003,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.16155,-0.15069,38.48802,-0.01522,0.0,22.0,-0.06344,13,11/3/2018 6:30:56 PM,DCH,27:30:02.453,00:06:00.003,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.15952,-0.15325,38.38286,-0.01775,0.0,22.0,-0.07397,13,11/3/2018 6:31:56 PM,DCH,27:31:02.452,00:07:00.002,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.15733,-0.15325,38.48802,-0.02029,0.0,22.0,-0.08453,13,11/3/2018 6:32:56 PM,DCH,27:32:02.451,00:08:00.001,0.0,LG_HG2_NN_Char,
555_C20DisCh.csv,40.0,4.15548,-0.15325,38.38286,-0.02283,0.0,22.0,-0.09509,13,11/3/2018 6:33:56 PM,DCH,27:33:02.451,00:09:00.001,0.0,LG_HG2_NN_Char,
