Source_File_Name,Ambient_Temperature_C,Voltage_V,Current_A,Cell_Temperature_C,Capacity_Ah,Cycle_Number,Step_Number,Energy_Wh,Count_#,Timestamp_Full,Status_Text,Program_Time_s_str,Step_Time_s_str,Cycle_Level_Text,Procedure_Text,unnamed_original_col
585_C20DisCh.csv,0.0,,,,,,,,,,,,,,,
585_C20DisCh.csv,0.0,4.16273,-0.15325,-0.42063,-0.00253,0.0,22.0,-0.01052,13,11/27/2018 8:41:18 PM,DCH,25:19:08.386,00:01:00.004,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.15784,-0.15325,-0.42063,-0.00506,0.0,22.0,-0.02108,13,11/27/2018 8:42:18 PM,DCH,25:20:08.381,00:01:59.999,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.15396,-0.15069,-0.52579,-0.0076,0.0,22.0,-0.03162,13,11/27/2018 8:43:18 PM,DCH,25:21:08.383,00:03:00.001,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.15042,-0.15325,-0.63095,-0.01014,0.0,22.0,-0.04216,13,11/27/2018 8:44:18 PM,DCH,25:22:08.381,00:03:59.999,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.14739,-0.15069,-0.31548,-0.01268,0.0,22.0,-0.0527,13,11/27/2018 8:45:18 PM,DCH,25:23:08.382,00:05:00.000,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.14469,-0.15069,-0.42063,-0.01521,0.0,22.0,-0.06322,13,11/27/2018 8:46:18 PM,DCH,25:24:08.382,00:06:00.000,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.14199,-0.15325,-0.63095,-0.01775,0.0,22.0,-0.0737,13,11/27/2018 8:47:18 PM,DCH,25:25:08.387,00:07:00.005,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.1393,-0.15325,-0.63095,-0.02029,0.0,22.0,-0.08422,13,11/27/2018 8:48:18 PM,DCH,25:26:08.383,00:08:00.001,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.13694,-0.15325,-0.52579,-0.02282,0.0,22.0,-0.09471,13,11/27/2018 8:49:18 PM,DCH,25:27:08.382,00:09:00.000,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.13475,-0.15325,-0.42063,-0.02536,0.0,22.0,-0.1052,13,11/27/2018 8:50:18 PM,DCH,25:28:08.384,00:10:00.002,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.13272,-0.15069,-0.31548,-0.02789,0.0,22.0,-0.11568,13,11/27/2018 8:51:18 PM,DCH,25:29:08.385,00:11:00.003,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.13053,-0.15069,-0.73611,-0.03042,0.0,22.0,-0.12611,13,11/27/2018 8:52:18 PM,DCH,25:30:08.383,00:12:00.001,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.12851,-0.15325,-0.63095,-0.03295,0.0,22.0,-0.13656,13,11/27/2018 8:53:18 PM,DCH,25:31:08.385,00:13:00.003,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.12649,-0.15069,-0.63095,-0.03548,0.0,22.0,-0.14703,13,11/27/2018 8:54:18 PM,DCH,25:32:08.382,00:14:00.000,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.1248,-0.15069,-0.42063,-0.03802,0.0,22.0,-0.1575,13,11/27/2018 8:55:18 PM,DCH,25:33:08.383,00:15:00.001,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.12311,-0.15069,-0.31548,-0.04057,0.0,22.0,-0.168,13,11/27/2018 8:56:18 PM,DCH,25:34:08.382,00:16:00.000,0.0,LG_HG2_NN_Char,
585_C20DisCh.csv,0.0,4.12143,-0.15069,-0.63095,-0.0431,0.0,22.0,-0.17844,13,11/27/2018 8:57:18 PM,DCH,25:35:08.383,00:17:00.001,0.0,LG_HG2_NN_Char,
