Source_File_Name,Ambient_Temperature_C,Voltage_V,Current_A,Cell_Temperature_C,Capacity_Ah,Cycle_Number,Step_Number,Energy_Wh,Count_#,Timestamp_Full,Status_Text,Program_Time_s_str,Step_Time_s_str,Cycle_Level_Text,Procedure_Text,unnamed_original_col
567_Charge6.csv,10.0,,,,,,,,,,,,,,,
567_Charge6.csv,10.0,3.24099,0.0,10.72617,0.0,0.0,3.0,0.0,6,11/13/2018 7:44:14 PM,PAU,26:22:23.416,00:01:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24166,0.0,13.77577,0.0,0.0,3.0,0.0,6,11/13/2018 7:45:14 PM,PAU,26:23:23.419,00:02:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.242,0.0,17.14084,0.0,0.0,3.0,0.0,6,11/13/2018 7:46:14 PM,PAU,26:24:23.417,00:03:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24234,0.0,20.2956,0.0,0.0,3.0,0.0,6,11/13/2018 7:47:14 PM,PAU,26:25:23.420,00:04:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24268,0.0,21.87297,0.0,0.0,3.0,0.0,6,11/13/2018 7:48:14 PM,PAU,26:26:23.421,00:05:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24318,0.0,21.13686,0.0,0.0,3.0,0.0,6,11/13/2018 7:49:14 PM,PAU,26:27:23.419,00:06:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24419,0.0,21.03171,0.0,0.0,3.0,0.0,6,11/13/2018 7:50:14 PM,PAU,26:28:23.421,00:07:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24504,0.0,21.24202,0.0,0.0,3.0,0.0,6,11/13/2018 7:51:14 PM,PAU,26:29:23.416,00:08:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24605,0.0,21.97813,0.0,0.0,3.0,0.0,6,11/13/2018 7:52:14 PM,PAU,26:30:23.417,00:09:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24689,0.0,22.60908,0.0,0.0,3.0,0.0,6,11/13/2018 7:53:14 PM,PAU,26:31:23.420,00:10:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24773,0.0,23.24004,0.0,0.0,3.0,0.0,6,11/13/2018 7:54:14 PM,PAU,26:32:23.421,00:11:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24841,0.0,23.24004,0.0,0.0,3.0,0.0,6,11/13/2018 7:55:14 PM,PAU,26:33:23.419,00:12:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.24925,0.0,23.24004,0.0,0.0,3.0,0.0,6,11/13/2018 7:56:14 PM,PAU,26:34:23.421,00:13:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25009,0.0,23.13488,0.0,0.0,3.0,0.0,6,11/13/2018 7:57:14 PM,PAU,26:35:23.420,00:14:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25094,0.0,23.24004,0.0,0.0,3.0,0.0,6,11/13/2018 7:58:14 PM,PAU,26:36:23.417,00:15:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25161,0.0,23.34519,0.0,0.0,3.0,0.0,6,11/13/2018 7:59:14 PM,PAU,26:37:23.421,00:16:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25228,0.0,23.45035,0.0,0.0,3.0,0.0,6,11/13/2018 8:00:14 PM,PAU,26:38:23.418,00:17:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25296,0.0,23.55551,0.0,0.0,3.0,0.0,6,11/13/2018 8:01:14 PM,PAU,26:39:23.419,00:18:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25363,0.0,23.55551,0.0,0.0,3.0,0.0,6,11/13/2018 8:02:14 PM,PAU,26:40:23.421,00:19:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25414,0.0,23.55551,0.0,0.0,3.0,0.0,6,11/13/2018 8:03:14 PM,PAU,26:41:23.417,00:20:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25481,0.0,23.45035,0.0,0.0,3.0,0.0,6,11/13/2018 8:04:14 PM,PAU,26:42:23.420,00:21:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25532,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:05:14 PM,PAU,26:43:23.418,00:22:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25599,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:06:14 PM,PAU,26:44:23.418,00:23:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.2565,0.0,23.55551,0.0,0.0,3.0,0.0,6,11/13/2018 8:07:14 PM,PAU,26:45:23.419,00:24:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.257,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:08:14 PM,PAU,26:46:23.419,00:25:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25751,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:09:14 PM,PAU,26:47:23.419,00:26:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25785,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:10:14 PM,PAU,26:48:23.418,00:27:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25835,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:11:14 PM,PAU,26:49:23.417,00:28:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.25886,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:12:14 PM,PAU,26:50:23.416,00:29:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.2592,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:13:14 PM,PAU,26:51:23.421,00:30:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.2597,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:14:14 PM,PAU,26:52:23.418,00:31:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26004,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:15:14 PM,PAU,26:53:23.419,00:32:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26054,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:16:14 PM,PAU,26:54:23.421,00:33:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26088,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:17:14 PM,PAU,26:55:23.422,00:34:00.006,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26122,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:18:14 PM,PAU,26:56:23.417,00:35:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26156,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:19:14 PM,PAU,26:57:23.419,00:36:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26189,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:20:14 PM,PAU,26:58:23.420,00:37:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26223,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:21:14 PM,PAU,26:59:23.421,00:38:00.005,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26257,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:22:14 PM,PAU,27:00:23.416,00:39:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.2629,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:23:14 PM,PAU,27:01:23.419,00:40:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26324,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:24:14 PM,PAU,27:02:23.417,00:41:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26358,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:25:14 PM,PAU,27:03:23.417,00:42:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26375,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:26:14 PM,PAU,27:04:23.420,00:43:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26408,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:27:14 PM,PAU,27:05:23.418,00:44:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26442,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:28:14 PM,PAU,27:06:23.419,00:45:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26459,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:29:14 PM,PAU,27:07:23.419,00:46:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26493,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:30:14 PM,PAU,27:08:23.420,00:47:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26526,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:31:14 PM,PAU,27:09:23.419,00:48:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26543,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:32:14 PM,PAU,27:10:23.420,00:49:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26577,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:33:14 PM,PAU,27:11:23.419,00:50:00.003,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26594,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:34:14 PM,PAU,27:12:23.417,00:51:00.001,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26627,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:35:14 PM,PAU,27:13:23.420,00:52:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26644,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:36:14 PM,PAU,27:14:23.418,00:53:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26661,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:37:14 PM,PAU,27:15:23.416,00:54:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26695,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:38:14 PM,PAU,27:16:23.416,00:55:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26712,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:39:14 PM,PAU,27:17:23.418,00:56:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26745,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:40:14 PM,PAU,27:18:23.416,00:57:00.000,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26762,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:41:14 PM,PAU,27:19:23.420,00:58:00.004,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26779,0.0,23.76583,0.0,0.0,3.0,0.0,6,11/13/2018 8:42:14 PM,PAU,27:20:23.418,00:59:00.002,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26796,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:43:14 PM,PAU,27:21:23.425,01:00:00.009,0.0,NN_Char_Charge,
567_Charge6.csv,10.0,3.26796,0.0,23.66067,0.0,0.0,3.0,0.0,6,11/13/2018 8:43:14 PM,PAU,27:21:23.425,01:00:00.009,0.0,NN_Char_Charge,
